name,id,nametype,recclass,mass (g),fall,year,reclat,reclong
San Carlos,23119,Valid,H4,3600,Found,1/1/42 00:00,-35.53333,-58.76667
Kamalpur,12238,Valid,L6,2770,Fell,1/1/42 00:00,26.03333,81.46667
Stonington,23727,Valid,H5,2700,Found,1/1/42 00:00,37.28333,-102.2
Valentine,24148,Valid,L4,2300,Found,1/1/42 00:00,42.93333,-100.75
Parsa,18109,Valid,EH3,800,Fell,1/1/42 00:00,26.2,85.4
Moorumbunna,16739,Valid,"Iron, IIIAB",77000,Found,1/1/43 00:00,-28.91667,136.25
Leedey,12755,Valid,L6,51500,Fell,1/1/43 00:00,35.88333,-99.33333
Leon,12764,Valid,H5,30000,Found,1/1/43 00:00,37.66667,-96.76667
Belly River,5007,Valid,H6,7900,Found,1/1/43 00:00,49.5,-113
Axtell,4911,Valid,CV3,6200,Found,1/1/43 00:00,31.66,-96.97167
Benoni,5023,Valid,H6,3880,Fell,1/1/43 00:00,-26.16667,28.41667
Mertzon,15490,Valid,"Iron, IAB-ung",3720,Found,1/1/43 00:00,31.26667,-100.83333
Duwun,7754,Valid,L6,2117,Fell,1/1/43 00:00,33.43333,127.26667
Ovid (b),31283,Valid,H5,860,Found,1/1/43 00:00,40.75833,-102.375
Drum Mountains,7733,Valid,"Iron, IIIAB",529000,Found,1/1/44 00:00,39.5,-112.9
Twentynine Palms,24089,Valid,L,19700,Found,1/1/44 00:00,34.075,-116.01667
Dimboola,7643,Valid,H5,16000,Found,1/1/44 00:00,-36.5,142.03333
Oubari,18049,Valid,LL6,8000,Found,1/1/44 00:00,26.8,13.58333
Nardoo (no. 1),16910,Valid,H5,3180,Found,1/1/44 00:00,-29.53333,143.98333
Valdavur,24144,Valid,H6,2799,Fell,1/1/44 00:00,11.98333,79.75
Wilmot,24280,Valid,H6,2000,Found,1/1/44 00:00,37.38333,-96.86667
Ultuna,24109,Valid,H,1900,Found,1/1/44 00:00,59.81667,17.66667
Nardoo (no. 2),16911,Valid,L6,1694,Found,1/1/44 00:00,-29.5,144.06667
Hallingeberg,11479,Valid,L3.4,1456,Fell,1/1/44 00:00,57.81667,16.23333
Garden Head,10857,Valid,"Iron, IAB-sHH",1296,Found,1/1/44 00:00,49.81667,-108.46
Mtola,16820,Valid,Stone-uncl,1100,Fell,1/1/44 00:00,-11.5,33.5
Lockney,14672,Valid,L6,824,Found,1/1/44 00:00,34.15,-101.3
Deport (a),6663,Valid,H4,604,Found,1/1/44 00:00,33.51667,-95.3
Laguna Manantiales,12413,Valid,Iron,92000,Found,1/1/45 00:00,-48.58333,-67.41667
Isoulane-n-Amahar,12052,Valid,L6,72000,Found,1/1/45 00:00,27.12917,8.66722
Wynella,24343,Valid,H4,40000,Found,1/1/45 00:00,-28.95,148.13333
Fuhe,52412,Valid,L5,23000,Fell,1/1/45 00:00,31.47556,113.56694
Tostado,24033,Valid,H6,22000,Found,1/1/45 00:00,-29.23333,-61.76667
Norquí_n,16996,Valid,"Iron, IIIAB",19250,Found,1/1/45 00:00,-37.71667,-70.61667
Meru,15491,Valid,LL6,6000,Fell,1/1/45 00:00,0,37.66667
Harrison Township,11843,Valid,L6,3263,Found,1/1/45 00:00,38.33333,-101.71167
Soroti,23671,Valid,"Iron, ungrouped",2050,Fell,1/1/45 00:00,1.7,33.63333
Atoka,4888,Valid,L6,1384.2,Fell,1/1/45 00:00,34.31667,-96.15
Peí±a Blanca Spring,18786,Valid,Aubrite,70000,Fell,1/1/46 00:00,30.125,-103.11667
Jenkins,12080,Valid,"Iron, IAB-MG",55400,Found,1/1/46 00:00,36.82444,-93.76111
Krymka,12364,Valid,LL3.2,50000,Fell,1/1/46 00:00,47.83333,30.76667
Walters,24210,Valid,L6,28100,Fell,1/1/46 00:00,34.33333,-98.3
Bursa,5177,Valid,L6,25000,Fell,1/1/46 00:00,40.2,29.23333
Bluewater,5078,Valid,"Iron, IIIAB",9540,Found,1/1/46 00:00,35.26667,-107.96667
Binneringie,55546,Valid,H5,9056,Found,1/1/46 00:00,-31.4875,122.12389
Yudoma,30376,Valid,"Iron, IVA",7600,Found,1/1/46 00:00,60,140
Krasnyi Klyuch,12357,Valid,H5,4000,Fell,1/1/46 00:00,54.33333,56.08333
Kinsella,12320,Valid,"Iron, IIIAB",3720,Found,1/1/46 00:00,53.2,-111.43333
Cockburn,5391,Valid,L6,2460,Found,1/1/46 00:00,-32.13333,141.03333
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000,Fell,1/1/47 00:00,46.16,134.65333
Wolf Creek,24326,Valid,"Iron, IIIAB",760000,Found,1/1/47 00:00,-19.3,127.76667
Acme,371,Valid,H5,75000,Found,1/1/47 00:00,33.63333,-104.26667
Harriman (Of),11840,Valid,"Iron, IVA",30000,Found,1/1/47 00:00,35.95,-84.56667
Casimiro de Abreu,5289,Valid,"Iron, IIIAB",25000,Found,1/1/47 00:00,-22.46667,-42.21667
Reliegos,22584,Valid,L5,17300,Fell,1/1/47 00:00,42.475,-5.33333
Hill City,11886,Valid,"Iron, IVA",11700,Found,1/1/47 00:00,39.36667,-99.85
Eagle,7760,Valid,EL6,10000,Fell,1/1/47 00:00,40.78167,-96.47167
Kalkaska,12234,Valid,"Iron, IIIAB",9399,Found,1/1/47 00:00,44.64694,-85.13667
Amherst,2293,Valid,L6,8500,Found,1/1/47 00:00,40.8,-99.2
Pony Creek,18866,Valid,H4,4642,Found,1/1/47 00:00,31.66333,-99.95
Penokee,18788,Valid,H5,3580,Found,1/1/47 00:00,39.35,-99.91667
Lí«nghalsen,12461,Valid,L6,2300,Fell,1/1/47 00:00,58.85,16.73333
Sand Draw,23134,Valid,H5,1200,Found,1/1/47 00:00,40.81667,-102.25
Norton County,17922,Valid,Aubrite,1100000,Fell,1/1/48 00:00,39.68333,-99.86667
Duketon,7740,Valid,"Iron, IIIAB",118300,Found,1/1/48 00:00,-27.5,122.36667
Rifle,22605,Valid,"Iron, IAB-MG",102700,Found,1/1/48 00:00,38.51667,-107.83333
Waltman,24211,Valid,L4,23410,Found,1/1/48 00:00,43,-107.16667
Uzcudun,24140,Valid,L,20000,Fell,1/1/48 00:00,-44.11667,-66.15
Neenach,16938,Valid,L6,13800,Found,1/1/48 00:00,34.8,-118.5
Kielpa,12302,Valid,H5,13600,Found,1/1/48 00:00,-33.6,136.1
Dorrigo,7720,Valid,"Iron, ungrouped",8500,Found,1/1/48 00:00,-30.28333,152.66667
Ellis County,10022,Valid,H6,4692,Found,1/1/48 00:00,38.78333,-99.33333
Gail,10843,Valid,H4,4650,Found,1/1/48 00:00,32.7,-101.6
Mardan,15414,Valid,H5,4500,Fell,1/1/48 00:00,34.23333,72.08333
Rush County,22785,Valid,H5,4300,Found,1/1/48 00:00,39.5,-85.5
Bogoslovka,5096,Valid,H5,2180,Found,1/1/48 00:00,52.5,68.8
Modoc (1948),16712,Valid,H6,1800,Found,1/1/48 00:00,38.5,-101.1
Olton,18016,Valid,H3.5,953,Found,1/1/48 00:00,34.16722,-102.13361
Lasher Creek,12735,Valid,Iron,639.5,Found,1/1/48 00:00,42.83333,-74.5
Kunashak,12377,Valid,L6,200000,Fell,1/1/49 00:00,55.78333,61.36667
Dimitrovgrad,7644,Valid,"Iron, IIIAB",100000,Found,1/1/49 00:00,43.04639,22.86389
Dadin,5503,Valid,Iron,27300,Found,1/1/49 00:00,-38.91667,-69.2
Cocklebiddy,5392,Valid,H5,19500,Found,1/1/49 00:00,-31.93333,126.21667
Albin (stone),456,Valid,L,15400,Found,1/1/49 00:00,41.41667,-104.1
Mission,16704,Valid,L,12000,Found,1/1/49 00:00,43.31667,-100.76667
Rupota,22783,Valid,L4-6,6000,Fell,1/1/49 00:00,-10.26667,38.76667
Almelo Township,2281,Valid,L5,3180,Found,1/1/49 00:00,39.6,-100.11667
Benton,5026,Valid,LL6,2840,Fell,1/1/49 00:00,45.95,-67.55
Briggsdale,5141,Valid,"Iron, IIIAB",2230,Found,1/1/49 00:00,40.66667,-104.31667
Seligman,23485,Valid,"Iron, IAB-MG",2200,Found,1/1/49 00:00,35.28333,-112.86667
Mezel,16627,Valid,L6,1300,Fell,1/1/49 00:00,45.76667,3.25
Guidder,11443,Valid,LL5,968,Fell,1/1/49 00:00,9.91667,13.98333
Adzhi-Bogdo (stone),390,Valid,LL3-6,910,Fell,1/1/49 00:00,44.83333,95.16667
Beddgelert,4993,Valid,H5,794,Fell,1/1/49 00:00,53.01667,-4.1
Akaba,426,Valid,L6,779,Fell,1/1/49 00:00,29.51667,35.05
Vetluga,24169,Valid,Eucrite-mmict,750,Fell,1/1/49 00:00,57.8,45.8
Palolo Valley,18082,Valid,H5,682,Fell,1/1/49 00:00,21.3,-157.78333
Alberta,454,Valid,L,625,Fell,1/1/49 00:00,2,22.66667
Tambo Quemado,23797,Valid,"Iron, IIIAB",141000,Found,1/1/50 00:00,-14.66667,-74.5
Belle Plaine,5004,Valid,L6,78800,Found,1/1/50 00:00,37.31667,-97.25
Hammond Downs,11814,Valid,H4,27000,Found,1/1/50 00:00,-25.46667,142.8
Murray,16882,Valid,CM2,12600,Fell,1/1/50 00:00,36.6,-88.1
Densmore (1950),6657,Valid,H6,11300,Found,1/1/50 00:00,39.56583,-99.64722
Vengerovo,24158,Valid,H5,10800,Fell,1/1/50 00:00,56.13333,77.26667
Barwise,4955,Valid,H5,10400,Found,1/1/50 00:00,34,-101.5
Withrow,24320,Valid,"Iron, IIIAB?",8732,Found,1/1/50 00:00,47.70667,-119.83
Kingfisher,12317,Valid,L5,8180,Found,1/1/50 00:00,35.83333,-97.93333
Melvern Lake,15477,Valid,H5,7746,Found,1/1/50 00:00,38.525,-95.78056
Clinton,5381,Valid,Iron,7700,Found,1/1/50 00:00,36.08333,-84.2
Arroyo Aguiar,2340,Valid,H5,7450,Fell,1/1/50 00:00,-31.41667,-60.66667
Keen Mountain,12271,Valid,"Iron, IIAB",6690,Found,1/1/50 00:00,37.21667,-82
Haven,11858,Valid,H6,6100,Found,1/1/50 00:00,37.96417,-97.75583
Kuga,12367,Valid,"Iron, IIIAB",5600,Found,1/1/50 00:00,34.1,132.08333
Monte das Fortes,16725,Valid,L5,4885,Fell,1/1/50 00:00,38.01667,-8.25
Plainview (1950),18842,Valid,H,2200,Found,1/1/50 00:00,34.11667,-101.78333
Patrimonio,18116,Valid,L6,2121,Fell,1/1/50 00:00,-19.53333,-48.56667
Sterley,56575,Valid,"Pallasite, PMG",1724.8,Found,1/1/50 00:00,34.21,-101.39
Santa Rosalia,23168,Valid,"Pallasite, PMG",1631,Found,1/1/50 00:00,27.33333,-112.33333
Gahanna,10842,Valid,"Iron, IAB-MG",1201,Found,1/1/50 00:00,40.01667,-82.86667
Madhipura,15379,Valid,L,1000,Fell,1/1/50 00:00,25.91667,86.36667
St. Louis,23089,Valid,H4,1000,Fell,1/1/50 00:00,38.7,-90.23333
Miller (Kansas),16646,Valid,H4,970,Found,1/1/50 00:00,38.625,-96.02278
Geidam,10870,Valid,H5,725,Fell,1/1/50 00:00,12.91667,11.91667
Bealiba,4981,Valid,L6,652,Found,1/1/50 00:00,-36.8,143.55
Esquel,10054,Valid,"Pallasite, PMG",755000,Found,1/1/51 00:00,-42.9,-71.33333
Haig,11471,Valid,"Iron, IIIAB",503000,Found,1/1/51 00:00,-31.38333,125.63333
Elenovka,7824,Valid,L5,54640,Fell,1/1/51 00:00,47.83333,37.66667
Richland,22601,Valid,"Iron, IIAB",50600,Found,1/1/51 00:00,31.9,-96.4
Abbott,5,Valid,H3-6,21100,Found,1/1/51 00:00,36.3,-104.28333
Benthullen,5025,Valid,L6,17000,Found,1/1/51 00:00,53.05,8.1
Hesston,11879,Valid,L6,12900,Found,1/1/51 00:00,38.11667,-97.43333
Kress (a),12358,Valid,L6,12500,Found,1/1/51 00:00,34.35833,-101.73
Chico Hills,5347,Valid,H4,8030,Found,1/1/51 00:00,36,-104.5
Manych,15409,Valid,LL3.4,3555,Fell,1/1/51 00:00,45.81667,44.63333
Willowdale,24279,Valid,H4,3000,Found,1/1/51 00:00,37.53333,-98.36667
Dubrovnik,7736,Valid,L3-6,1900,Fell,1/1/51 00:00,42.45833,18.44167
Kalaba,12232,Valid,H4,950,Fell,1/1/51 00:00,-6.83333,29.5
Aarhus,2,Valid,H6,720,Fell,1/1/51 00:00,56.18333,10.23333
Adzhi-Bogdo (iron),389,Valid,"Iron, IAB complex",582000,Found,1/1/52 00:00,44.86667,95.41667
Abee,6,Valid,EH4,107000,Fell,1/1/52 00:00,54.21667,-113
Faith,10071,Valid,H5,105000,Found,1/1/52 00:00,45.33333,-102.08333
View Hill,24173,Valid,"Iron, IIIAB",33600,Found,1/1/52 00:00,-43.32,172.06333
Picacho,18814,Valid,"Iron, IIIAB",22000,Found,1/1/52 00:00,33.2,-105
Klamath Falls,12330,Valid,"Iron, IIIF",17000,Found,1/1/52 00:00,42.16667,-121.85
Avanhandava,4905,Valid,H4,9330,Fell,1/1/52 00:00,-21.46028,-49.95083
Min-Fan-Zhun,16697,Valid,LL6,5500,Fell,1/1/52 00:00,32.33333,120.66667
Fort Stockton,10168,Valid,Iron,4762.8,Found,1/1/52 00:00,30.91667,-103.06667
Ozren,18067,Valid,"Iron, IAB-MG",3900,Found,1/1/52 00:00,44.6125,18.41806
El-Oued,47729,Valid,H4,2305,Found,1/1/52 00:00,31.533333,8.883333
Sublette,23735,Valid,L6,1300,Found,1/1/52 00:00,37.5,-100.83333
Zavetnoe,30395,Valid,L6,800,Fell,1/1/52 00:00,47.13333,43.9
Woodbine,24330,Valid,"Iron, IAB-ung",48200,Found,1/1/53 00:00,42.34667,-90.1675
Turtle River,24085,Valid,"Iron, IIIAB",22390,Found,1/1/53 00:00,47.6,-94.76667
Ventura,24159,Valid,"Iron, IAB-ung",7700,Found,1/1/53 00:00,34.25,-119.3
Lombard,14679,Valid,"Iron, IIAB",7000,Found,1/1/53 00:00,46.1,-111.4
Dresden (Kansas),7730,Valid,H5,6760,Found,1/1/53 00:00,39.61667,-100.46306
Roper River,22763,Valid,"Iron, IIIAB",6400,Found,1/1/53 00:00,-15,135
Ghubara,10911,Valid,L5,1750000,Found,1/1/54 00:00,19.22778,56.14278
Manlai,15407,Valid,"Iron, ungrouped",166800,Found,1/1/54 00:00,44.33333,106.5
Chico,5346,Valid,L6,104800,Found,1/1/54 00:00,36.5,-104.2
Palmas de Monte Alto,48959,Valid,"Iron, IIIAB",97000,Found,1/1/54 00:00,-14.3675,-43.02278
Yangchiang,30348,Valid,H5,20000,Fell,1/1/54 00:00,21.83333,111.83333
Pinto Mountains,18829,Valid,L6,17900,Found,1/1/54 00:00,34,-115.78333
Umbarger,24113,Valid,L6,13000,Found,1/1/54 00:00,34.95,-102.1175
Clover Springs,5384,Valid,Mesosiderite-A2,7700,Found,1/1/54 00:00,34.45,-111.36667
Flagg,10108,Valid,L5,7000,Found,1/1/54 00:00,34.43333,-102.51667
Jerome (Idaho),12082,Valid,L,6800,Found,1/1/54 00:00,42.63333,-114.83333
Nikolskoe,16977,Valid,L4,6000,Fell,1/1/54 00:00,56.11667,37.33333
Sylacauga,23773,Valid,H4,5560,Fell,1/1/54 00:00,33.18836,-86.2945
Giroux,10918,Valid,"Pallasite, PMG",4275,Found,1/1/54 00:00,49.61667,-96.55
Palo Blanco Creek,18080,Valid,Eucrite-mmict,1482,Found,1/1/54 00:00,36.5,-104.5
Ishinga,12049,Valid,H,1300,Fell,1/1/54 00:00,-8.93333,33.8
Tarfa,23879,Valid,L6,1040,Found,1/1/54 00:00,19.5,55.5
Arbol Solo,2325,Valid,H5,810,Fell,1/1/54 00:00,-33,-66
Point of Rocks (stone),18856,Valid,L6,800,Found,1/1/54 00:00,36.5,-104.5
Gressk,11200,Valid,"Iron, IIAB",303000,Found,1/1/55 00:00,53.23333,27.33333
Thule,23977,Valid,"Iron, IIIAB",48600,Found,1/1/55 00:00,76.53333,-67.55
Lakewood,12450,Valid,L6,46500,Found,1/1/55 00:00,32.62972,-104.35
Bellsbank,5006,Valid,"Iron, IIG",38000,Found,1/1/55 00:00,-28.08333,24.08333
Wellington,24236,Valid,H5,13400,Found,1/1/55 00:00,34.95,-100.25
Aswan,4882,Valid,"Iron, IAB-ung",12000,Found,1/1/55 00:00,23.98611,32.62361
Edmonson (a),7768,Valid,L6,12000,Found,1/1/55 00:00,34.28333,-101.83333
al-Jimshan,473,Valid,H4,11450,Found,1/1/55 00:00,20.7,52.83333
Dora (pallasite),7712,Valid,"Pallasite, PMG",7600,Found,1/1/55 00:00,33.92667,-103.955
Mayday,15448,Valid,H4,6900,Found,1/1/55 00:00,39.47444,-96.925
Hope,11905,Valid,"Iron, IAB-MG",6800,Found,1/1/55 00:00,33.68333,-93.6
Twin City,24090,Valid,"Iron, IAB-ung",5130,Found,1/1/55 00:00,32.58333,-82.01667
Zenda,30400,Valid,"Iron, IAB complex",3700,Found,1/1/55 00:00,42.51333,-88.48944
Karloowala,12263,Valid,L6,2950,Fell,1/1/55 00:00,31.58333,71.6
Marion (Kansas),15425,Valid,L5,2890,Found,1/1/55 00:00,38.36667,-97.03333
Zvonkov,30415,Valid,H6,2568,Fell,1/1/55 00:00,50.2,30.25
Messina,15495,Valid,L5,2405,Fell,1/1/55 00:00,38.18333,15.56667
Lahrauli,12433,Valid,Ureilite,900,Fell,1/1/55 00:00,26.78333,82.71667
Cottonwood,5455,Valid,H5,800,Found,1/1/55 00:00,34.83333,-112.01667
Bondoc,5103,Valid,Mesosiderite-B4,888600,Found,1/1/56 00:00,13.51667,122.45
Tianlin,23983,Valid,"Iron, IAB complex",300000,Found,1/1/56 00:00,24.3,106.1
Tamir-Tsetserleg,23799,Valid,Stone-uncl,173000,Found,1/1/56 00:00,47.45,101.47917
Paranaiba,18103,Valid,L6,100000,Fell,1/1/56 00:00,-19.13333,-51.66667
Nicolíçs Levalle,52413,Valid,L5,60000,Found,1/1/56 00:00,-38.85028,-62.87889
Dumas (a),7741,Valid,H5,46050,Found,1/1/56 00:00,35.9,-101.9
La Villa,12405,Valid,H4,19800,Found,1/1/56 00:00,26.27167,-97.90167
Point of Rocks (iron),18855,Valid,"Iron, IIIAB",18000,Found,1/1/56 00:00,36.5,-104.5
Zerkaly,31354,Valid,H5,16000,Found,1/1/56 00:00,52.13333,81.96667
Kaldoonera Hill,12233,Valid,H6,12000,Found,1/1/56 00:00,-32.61667,134.85
Lake Grace,12443,Valid,L6,10500,Found,1/1/56 00:00,-33.06667,118.21667
Nadiabondi,16889,Valid,H5,8165,Fell,1/1/56 00:00,12,1
Kybunga,12388,Valid,L5,7900,Found,1/1/56 00:00,-33.9,138.48333
Idutywa,12000,Valid,H5,3457,Fell,1/1/56 00:00,-32.1,28.33333
Comanche (stone),5415,Valid,L5,2400,Found,1/1/56 00:00,31.99167,-98.65167
Sinnai,23613,Valid,H6,2000,Fell,1/1/56 00:00,39.3,9.2
Walltown,24208,Valid,L6,1600,Found,1/1/56 00:00,37.325,-84.71667
Breitscheid,5134,Valid,H5,1500,Fell,1/1/56 00:00,50.66694,8.18361
Trifir,24052,Valid,L6,1000,Found,1/1/56 00:00,20.05,-1.68333
Seguin,23478,Valid,H6,750,Found,1/1/56 00:00,39.36667,-100.63333
South Dahna,23677,Valid,"Iron, IAB complex",275000,Found,1/1/57 00:00,22.56667,48.3
Shangdu,23523,Valid,"Iron, IIIAB",247000,Found,1/1/57 00:00,42.5,114
Ider,11999,Valid,"Iron, IIIAB",140000,Found,1/1/57 00:00,34.68333,-85.65
Forestburg (b),10122,Valid,L5,26600,Found,1/1/57 00:00,33.49556,-97.58861
Forestburg (a),10121,Valid,L4,26100,Found,1/1/57 00:00,33.50667,-97.65139
Susuman,23762,Valid,"Iron, IIIAB",18900,Found,1/1/57 00:00,62.72139,148.13028
St. Peter,23094,Valid,L5,6800,Found,1/1/57 00:00,39.4,-100.03333
Raco,22368,Valid,H5,5000,Fell,1/1/57 00:00,-26.66667,-65.45
Yorktown (Texas),30371,Valid,H5,3500,Found,1/1/57 00:00,28.95,-97.40278
Ibitira,11993,Valid,Eucrite-mmict,2500,Fell,1/1/57 00:00,-20,-45
Jiddat al Harasis,12089,Valid,H4,1400,Found,1/1/57 00:00,19.25,56.06667
Canyon,5255,Valid,H?,860,Found,1/1/57 00:00,34.96667,-101.93333
Nantan,16906,Valid,"Iron, IAB-MG",9500000,Found,1/1/58 00:00,25.1,107.7
Santiago Papasquiero,23169,Valid,"Iron, ungrouped",119500,Found,1/1/58 00:00,24.5,-106
Calliham,5201,Valid,L6,40000,Found,1/1/58 00:00,28.41667,-98.25
Belmont,5008,Valid,H6,25300,Found,1/1/58 00:00,42.73333,-90.35
Bison,5061,Valid,LL6,11000,Found,1/1/58 00:00,38.30667,-99.71
Sombrerete,23664,Valid,"Iron, IAB-sHL",10000,Found,1/1/58 00:00,23.63333,-103.66667
Crow Peak,44709,Valid,"Iron, IIAB",6320,Found,1/1/58 00:00,44.47733,-103.972
Ramsdorf,22386,Valid,L6,4682,Fell,1/1/58 00:00,51.88333,6.93333
Hajmah (c),11476,Valid,L5/6,1132,Found,1/1/58 00:00,19.91667,56.25
Hajmah (b),11475,Valid,L6,890.6,Found,1/1/58 00:00,19.91667,56.25
Bir Hadi,5053,Valid,H5,855,Found,1/1/58 00:00,19.41667,51.03333
Massenya,15442,Valid,H5,612.4,Found,1/1/58 00:00,11.35,16.15
Hajmah (a),11474,Valid,Ureilite,596,Found,1/1/58 00:00,19.91667,56.25
Liangcheng,14645,Valid,"Iron, IIIAB",200000,Found,1/1/59 00:00,40.5,112.5
Yardymly,30352,Valid,"Iron, IAB complex",150200,Fell,1/1/59 00:00,38.93333,48.25
Alatage,452,Valid,"Iron, IIIAB",37500,Found,1/1/59 00:00,42.33333,93
Elga,10012,Valid,"Iron, IIE",28800,Found,1/1/59 00:00,64.7,141.2
Lismore,14660,Valid,"Iron, IIIAB?",10000,Found,1/1/59 00:00,-35.95,143.33333
Pribram,18887,Valid,H5,5555,Fell,1/1/59 00:00,49.66667,14.03333
Temple,23894,Valid,L6,5000,Found,1/1/59 00:00,31.11667,-97.3
Hamlet,11485,Valid,LL4,3710,Fell,1/1/59 00:00,41.38333,-86.6
Cee Vee,5305,Valid,H5,3600,Found,1/1/59 00:00,34.2,-100.48333
Akwanga,432,Valid,H,3000,Fell,1/1/59 00:00,8.91667,8.43333
Bagdad,4920,Valid,"Iron, IIIAB",2200,Found,1/1/59 00:00,34.613317,-113.398967
Algarrobo,467,Valid,"Iron, IAB-ung",1280,Found,1/1/59 00:00,-27.08333,-70.58333
Millbillillie,16643,Valid,Eucrite-mmict,330000,Fell,1/1/60 00:00,-26.45,120.36667
Bruderheim,5156,Valid,L6,303000,Fell,1/1/60 00:00,53.9,-112.88333
Woolgorong,24334,Valid,L6,36000,Fell,1/1/60 00:00,-27.75,115.83333
Muenatauray,16842,Valid,"Iron, IIAB",30000,Found,1/1/60 00:00,4.9,-61.2
Cleo Springs,5378,Valid,H4,24000,Found,1/1/60 00:00,36.43333,-98.43333
De Hoek,6622,Valid,"Iron, ungrouped",20930,Found,1/1/60 00:00,-29.38333,23.1
Ellicott,10021,Valid,"Iron, IAB-ung",15700,Found,1/1/60 00:00,38.80778,-104.56944
Sí£o Joí£o Nepomuceno,23170,Valid,"Iron, IVA-an",15300,Found,1/1/60 00:00,-21.55,-43.01667
as-Su'aydan,2354,Valid,L5,5855,Found,1/1/60 00:00,21.25417,55.305
Arrabury,2337,Valid,H6,5300,Found,1/1/60 00:00,-26.5,141.08333
Watonga,55758,Valid,LL3.1,5025,Found,1/1/60 00:00,35.833333,-98.4
Stoneham,31330,Valid,H5,5000,Found,1/1/60 00:00,40.63783,-103.69717
al-Ghanim (stone),469,Valid,L6,3755,Found,1/1/60 00:00,19.7,53.96667
Itutinga,12059,Valid,"Iron, IIIAB",3200,Found,1/1/60 00:00,-21.33333,-44.66667
Odessa (stone),17986,Valid,H4,1926,Found,1/1/60 00:00,46.5,30.76667
Brownfield (iron),5154,Valid,"Iron, IID",1626,Found,1/1/60 00:00,33.21667,-102.18333
Selden,23484,Valid,LL5,1560,Found,1/1/60 00:00,39.53333,-100.56667
Richa,22598,Valid,"Iron, IID",1500,Found,1/1/60 00:00,10,9
Venus,24160,Valid,H4,1013,Found,1/1/60 00:00,32.4,-97.08333
Barbianello,4941,Valid,"Iron, ungrouped",860,Found,1/1/60 00:00,45.05778,9.19556
Um Habib,24111,Valid,L6,696,Found,1/1/60 00:00,21.5,50.5
Clovis (no. 1),5385,Valid,H3.6,283000,Found,1/1/61 00:00,34.3,-103.13472
ad-Dahbubah,376,Valid,H5,90000,Found,1/1/61 00:00,19.83333,51.25
Kayakent,12268,Valid,"Iron, IIIAB",85000,Fell,1/1/61 00:00,39.26333,31.78
Seminole,23488,Valid,H4,43900,Found,1/1/61 00:00,32.68333,-102.61667
Kargapole,12261,Valid,H4,21800,Found,1/1/61 00:00,55.88333,64.3
Duncanville,7744,Valid,H,17800,Found,1/1/61 00:00,32.63333,-96.86667
Caldwell,5197,Valid,L-imp melt,12900,Found,1/1/61 00:00,37.03333,-97.625
Lazarev,12745,Valid,"Iron, ungrouped",10000,Found,1/1/61 00:00,-71.95,11.5
Harleton,11830,Valid,L6,8360,Fell,1/1/61 00:00,32.675,-94.51167
Kennard,12279,Valid,H5,8200,Found,1/1/61 00:00,41.48333,-96.16667
Leoville,12766,Valid,CV3,8100,Found,1/1/61 00:00,39.63333,-100.46722
Rhineland,22595,Valid,H5,6240,Found,1/1/61 00:00,33.53333,-99.61667
Akron (1961),431,Valid,L6,4000,Found,1/1/61 00:00,40.15,-103.16667
Djermaia,7656,Valid,H,3950,Fell,1/1/61 00:00,12.73333,15.05
Lake Bonney,12436,Valid,L6,2750,Found,1/1/61 00:00,-37.75,140.3
Batesland,4973,Valid,H5,2500,Found,1/1/61 00:00,43.13333,-102.1
Ehole,7774,Valid,H5,2400,Fell,1/1/61 00:00,-17.3,15.83333
Eunice,10064,Valid,H5,2300,Found,1/1/61 00:00,34.47,-101.75833
Sweetwater,23770,Valid,H5,1760,Found,1/1/61 00:00,32.55,-100.41667
Canyonlands,5258,Valid,H6,1520,Found,1/1/61 00:00,38.18333,-109.88333
Anoka,2307,Valid,"Iron, IAB-sLM",1108,Found,1/1/61 00:00,45.2,-93.43333
North Haig,17004,Valid,Ureilite-pmict,964,Found,1/1/61 00:00,-30.21667,126.21667
ash-Shalfah,2350,Valid,L4,935,Found,1/1/61 00:00,21.875,49.71944
Budulan,5161,Valid,Mesosiderite-B4,100000,Found,1/1/62 00:00,50.56667,114.9
Hunter,11987,Valid,LL5,74600,Found,1/1/62 00:00,36.56,-97.66667
Needles,16936,Valid,"Iron, IID",45300,Found,1/1/62 00:00,34.44417,-114.8325
Manitouwabing,15406,Valid,"Iron, IIIAB",39000,Found,1/1/62 00:00,45.44,-79.87556
Rowena,22772,Valid,H6,34700,Found,1/1/62 00:00,-29.8,148.63333
Thiel Mountains,23911,Valid,"Pallasite, PMG",31700,Found,1/1/62 00:00,-85.45,-90
Desuri,6693,Valid,H6,25400,Fell,1/1/62 00:00,25.73333,73.61667
Efremovka,7772,Valid,CV3,21000,Found,1/1/62 00:00,52.5,77
Two Buttes (a),24091,Valid,H5,19700,Found,1/1/62 00:00,37.63333,-102.41667
Vulcan,24192,Valid,H6,19000,Found,1/1/62 00:00,50.51667,-113.13333
Zagami,30386,Valid,Martian (shergottite),18000,Fell,1/1/62 00:00,11.73333,7.08333
Emery,10031,Valid,Mesosiderite-A3,16700,Found,1/1/62 00:00,43.56333,-97.58333
Seagraves,23469,Valid,H4,13000,Found,1/1/62 00:00,32.93333,-102.58333
Clifford,5380,Valid,L6,11360,Found,1/1/62 00:00,39.1,-103.25833
